,date,close,high,low,volume,qav
0,2023-12-14 18:00:01.999,43203.42000000,43208.67000000,43203.42000000,0.39457000,17048.19882620
1,2023-12-14 18:00:02.999,43200.01000000,43202.99000000,43200.00000000,0.51076000,22065.86388360
2,2023-12-14 18:00:03.999,43197.81000000,43200.00000000,43197.81000000,1.87686000,81079.12329590
3,2023-12-14 18:00:04.999,43197.81000000,43197.81000000,43197.80000000,0.14657000,6331.50189400
4,2023-12-14 18:00:05.999,43191.93000000,43197.81000000,43191.93000000,2.41538000,104334.45634900
5,2023-12-14 18:00:06.999,43191.93000000,43191.94000000,43191.93000000,0.28633000,12367.14668860
6,2023-12-14 18:00:07.999,43191.93000000,43191.94000000,43191.93000000,0.27555000,11901.53883240
7,2023-12-14 18:00:08.999,43197.80000000,43197.81000000,43191.94000000,4.01799000,173550.26295870
8,2023-12-14 18:00:09.999,43197.81000000,43197.81000000,43197.80000000,0.01504000,649.69497460
9,2023-12-14 18:00:10.999,43200.03000000,43200.04000000,43197.81000000,1.10654000,47802.49592080
10,2023-12-14 18:00:11.999,43200.04000000,43200.04000000,43200.03000000,0.02721000,1175.47307530
11,2023-12-14 18:00:12.999,43197.50000000,43200.04000000,43197.50000000,1.07171000,46296.83808430
12,2023-12-14 18:00:13.999,43192.30000000,43197.50000000,43192.30000000,0.45124000,19491.28219510
13,2023-12-14 18:00:14.999,43180.86000000,43192.19000000,43180.85000000,4.15244000,179326.64973690
14,2023-12-14 18:00:15.999,43180.07000000,43180.86000000,43176.96000000,1.02527000,44269.92482370
15,2023-12-14 18:00:16.999,43180.06000000,43180.07000000,43180.06000000,0.19744000,8525.47259540
16,2023-12-14 18:00:17.999,43170.58000000,43180.07000000,43167.95000000,1.65240000,71339.16762780
17,2023-12-14 18:00:18.999,43170.58000000,43170.58000000,43170.57000000,0.36805000,15888.93193890
18,2023-12-14 18:00:19.999,43173.41000000,43173.42000000,43173.41000000,0.51777000,22353.89688560
19,2023-12-14 18:00:20.999,43173.42000000,43173.42000000,43173.41000000,0.09540000,4118.74422970
20,2023-12-14 18:00:21.999,43171.24000000,43173.42000000,43171.24000000,0.17432000,7525.98144520
21,2023-12-14 18:00:22.999,43167.88000000,43170.98000000,43167.87000000,0.14080000,6078.05726680
22,2023-12-14 18:00:23.999,43167.88000000,43167.88000000,43167.87000000,0.48194000,20804.32463250
23,2023-12-14 18:00:24.999,43164.67000000,43167.87000000,43164.66000000,0.48128000,20775.40132260
24,2023-12-14 18:00:25.999,43161.11000000,43164.66000000,43161.10000000,1.14305000,49337.99580440
25,2023-12-14 18:00:26.999,43164.20000000,43164.20000000,43161.10000000,0.93460000,40338.76341050
26,2023-12-14 18:00:27.999,43155.06000000,43164.20000000,43155.05000000,0.61154000,26392.77492370
27,2023-12-14 18:00:28.999,43155.06000000,43155.06000000,43155.05000000,0.27011000,11656.61196900
28,2023-12-14 18:00:29.999,43155.06000000,43155.06000000,43155.05000000,0.18050000,7789.48813330
29,2023-12-14 18:00:30.999,43155.05000000,43155.06000000,43155.05000000,0.63349000,27338.29762260
30,2023-12-14 18:00:31.999,43159.28000000,43159.28000000,43155.05000000,0.10318000,4452.80940150
31,2023-12-14 18:00:32.999,43164.70000000,43164.70000000,43159.27000000,0.34169000,14747.28448890
32,2023-12-14 18:00:33.999,43164.70000000,43164.70000000,43164.69000000,0.32471000,14016.00809530
33,2023-12-14 18:00:34.999,43167.88000000,43167.88000000,43164.69000000,5.81119000,250849.16049230
34,2023-12-14 18:00:35.999,43167.87000000,43167.88000000,43167.87000000,0.10672000,4606.87528830
35,2023-12-14 18:00:36.999,43169.68000000,43169.68000000,43167.88000000,1.13672000,49069.80391160
36,2023-12-14 18:00:37.999,43171.10000000,43171.10000000,43169.94000000,1.93208000,83408.72791870
37,2023-12-14 18:00:38.999,43176.97000000,43176.97000000,43171.10000000,0.44883000,19378.44805780
38,2023-12-14 18:00:39.999,43176.97000000,43176.97000000,43176.96000000,0.02451000,1058.26747310
39,2023-12-14 18:00:40.999,43176.97000000,43176.97000000,43176.96000000,0.54011000,23320.30821250
40,2023-12-14 18:00:41.999,43176.96000000,43176.97000000,43176.96000000,1.26191000,54485.44018170
41,2023-12-14 18:00:42.999,43171.57000000,43176.97000000,43171.57000000,1.62233000,70045.81370170
42,2023-12-14 18:00:43.999,43163.98000000,43171.57000000,43163.98000000,2.80972000,121293.19592430
43,2023-12-14 18:00:44.999,43161.83000000,43163.99000000,43161.82000000,0.03352000,1446.82050660
44,2023-12-14 18:00:45.999,43151.25000000,43161.83000000,43151.22000000,1.63046000,70363.67889810
45,2023-12-14 18:00:46.999,43151.25000000,43151.25000000,43151.24000000,0.26801000,11564.96648590
46,2023-12-14 18:00:47.999,43151.25000000,43151.25000000,43151.24000000,0.09681000,4177.47249510
47,2023-12-14 18:00:48.999,43151.24000000,43151.25000000,43151.24000000,1.12073000,48360.89032750
48,2023-12-14 18:00:49.999,43151.25000000,43151.25000000,43151.24000000,0.02283000,985.14290440
49,2023-12-14 18:00:50.999,43151.24000000,43151.25000000,43151.24000000,0.00663000,286.09272480
50,2023-12-14 18:00:51.999,43151.25000000,43151.25000000,43151.24000000,1.01158000,43650.93139160
51,2023-12-14 18:00:52.999,43151.24000000,43151.25000000,43151.24000000,0.15165000,6543.88697370
52,2023-12-14 18:00:53.999,43166.14000000,43166.14000000,43151.24000000,11.37261000,490818.32006720
53,2023-12-14 18:00:54.999,43189.53000000,43197.80000000,43161.82000000,8.61578000,372004.62370510
54,2023-12-14 18:00:55.999,43189.92000000,43189.92000000,43189.54000000,0.27540000,11894.50228790
55,2023-12-14 18:00:56.999,43191.52000000,43194.64000000,43189.92000000,1.96554000,84900.34924330
56,2023-12-14 18:00:57.999,43190.38000000,43191.52000000,43190.37000000,0.34343000,14832.89844800
57,2023-12-14 18:00:58.999,43189.93000000,43190.38000000,43189.93000000,1.09117000,47128.03623560
58,2023-12-14 18:00:59.999,43189.20000000,43189.93000000,43189.20000000,0.49944000,21570.70418940
59,2023-12-14 18:01:00.999,43189.21000000,43189.21000000,43189.20000000,0.45621000,19703.34935050
60,2023-12-14 18:01:01.999,43189.20000000,43189.21000000,43189.20000000,1.30677000,56438.35216640
61,2023-12-14 18:01:02.999,43194.14000000,43194.14000000,43189.21000000,1.32277000,57132.66431320
62,2023-12-14 18:01:03.999,43197.75000000,43197.75000000,43194.13000000,0.07754000,3349.32310140
63,2023-12-14 18:01:04.999,43193.09000000,43197.76000000,43193.08000000,8.40737000,363167.91672840
64,2023-12-14 18:01:05.999,43186.13000000,43193.09000000,43186.13000000,0.71888000,31049.30899670
65,2023-12-14 18:01:06.999,43191.75000000,43191.75000000,43186.13000000,0.03206000,1384.63250460
66,2023-12-14 18:01:07.999,43191.32000000,43191.76000000,43191.32000000,1.74248000,75260.60972300
67,2023-12-14 18:01:08.999,43186.85000000,43191.31000000,43186.84000000,0.61736000,26664.29168130
68,2023-12-14 18:01:09.999,43186.05000000,43186.85000000,43186.04000000,0.76874000,33199.22599240
69,2023-12-14 18:01:10.999,43185.22000000,43186.04000000,43185.22000000,0.88446000,38196.22470840
70,2023-12-14 18:01:11.999,43182.95000000,43185.02000000,43182.95000000,0.58101000,25090.83413650
71,2023-12-14 18:01:12.999,43179.29000000,43182.95000000,43175.91000000,0.69120000,29845.77495070
72,2023-12-14 18:01:13.999,43182.15000000,43182.15000000,43179.29000000,0.04650000,2007.92445600
73,2023-12-14 18:01:14.999,43180.22000000,43182.15000000,43180.22000000,1.50917000,65168.23102130
74,2023-12-14 18:01:15.999,43179.30000000,43179.55000000,43179.30000000,0.01639000,707.71034700
75,2023-12-14 18:01:16.999,43182.01000000,43182.01000000,43176.29000000,1.15915000,50051.42311040
76,2023-12-14 18:01:17.999,43182.01000000,43182.02000000,43182.01000000,1.03867000,44851.85845800
77,2023-12-14 18:01:18.999,43182.01000000,43182.02000000,43182.01000000,0.02354000,1016.50454850
78,2023-12-14 18:01:19.999,43182.01000000,43182.02000000,43182.01000000,0.22111000,9547.97423830
79,2023-12-14 18:01:20.999,43179.86000000,43182.02000000,43179.85000000,0.80744000,34866.81901940
80,2023-12-14 18:01:21.999,43179.86000000,43179.86000000,43179.86000000,0.00109000,47.06604740
81,2023-12-14 18:01:22.999,43182.02000000,43182.02000000,43179.85000000,0.97661000,42170.36003410
82,2023-12-14 18:01:23.999,43182.02000000,43182.02000000,43182.01000000,0.22791000,9841.61415630
83,2023-12-14 18:01:24.999,43182.02000000,43182.02000000,43182.01000000,1.50335000,64917.67976700
84,2023-12-14 18:01:25.999,43182.02000000,43182.02000000,43182.01000000,0.02257000,974.61809250
85,2023-12-14 18:01:26.999,43182.01000000,43182.02000000,43182.01000000,0.22000000,9500.04226710
86,2023-12-14 18:01:27.999,43179.85000000,43182.01000000,43179.85000000,3.49093000,150743.74024640
87,2023-12-14 18:01:28.999,43179.86000000,43179.86000000,43179.85000000,0.06971000,3010.06768540
88,2023-12-14 18:01:29.999,43179.86000000,43179.86000000,43179.85000000,0.11165000,4821.03136100
89,2023-12-14 18:01:30.999,43177.70000000,43179.86000000,43177.70000000,0.46950000,20272.92240530
90,2023-12-14 18:01:31.999,43177.71000000,43177.71000000,43177.70000000,1.97046000,85079.95040720
91,2023-12-14 18:01:32.999,43177.70000000,43177.71000000,43177.70000000,0.20308000,8768.52931820
92,2023-12-14 18:01:33.999,43175.66000000,43177.71000000,43175.66000000,0.73251000,31628.05066190
93,2023-12-14 18:01:34.999,43172.55000000,43175.66000000,43172.55000000,0.84114000,36314.22599820
94,2023-12-14 18:01:35.999,43172.56000000,43172.56000000,43172.55000000,0.05186000,2238.92865110
95,2023-12-14 18:01:36.999,43172.56000000,43172.56000000,43172.55000000,0.02159000,932.09535830
96,2023-12-14 18:01:37.999,43169.16000000,43172.56000000,43169.16000000,1.94680000,84045.77720540
97,2023-12-14 18:01:38.999,43172.53000000,43172.53000000,43169.16000000,0.43182000,18641.33690880
98,2023-12-14 18:01:39.999,43172.53000000,43172.54000000,43172.53000000,0.02424000,1046.50231330
99,2023-12-14 18:01:40.999,43169.15000000,43172.54000000,43169.15000000,1.49800000,64672.43514840
100,2023-12-14 18:01:41.999,43168.91000000,43168.91000000,43168.90000000,0.01539000,664.36944610
101,2023-12-14 18:01:42.999,43168.90000000,43168.91000000,43168.90000000,0.01300000,561.19579880
102,2023-12-14 18:01:43.999,43165.84000000,43168.91000000,43165.83000000,1.65088000,71264.22725590
103,2023-12-14 18:01:44.999,43165.84000000,43165.84000000,43165.83000000,0.76654000,33088.34085790
104,2023-12-14 18:01:45.999,43162.67000000,43165.84000000,43162.66000000,0.43909000,18953.29672880
105,2023-12-14 18:01:46.999,43162.67000000,43162.67000000,43162.66000000,0.03879000,1674.27961470
106,2023-12-14 18:01:47.999,43162.67000000,43162.67000000,43162.66000000,0.08665000,3740.04449150
107,2023-12-14 18:01:48.999,43162.67000000,43162.67000000,43162.66000000,0.08461000,3651.99348540
108,2023-12-14 18:01:49.999,43156.97000000,43162.66000000,43156.97000000,3.17636000,137094.24782030
109,2023-12-14 18:01:50.999,43151.48000000,43156.98000000,43151.48000000,0.53787000,23212.62331190
110,2023-12-14 18:01:51.999,43151.49000000,43151.49000000,43151.48000000,0.01837000,792.69272070
111,2023-12-14 18:01:52.999,43145.48000000,43151.49000000,43145.47000000,1.99608000,86132.35632900
112,2023-12-14 18:01:53.999,43126.73000000,43145.48000000,43124.66000000,9.30638000,401456.71680470
113,2023-12-14 18:01:54.999,43127.99000000,43128.00000000,43123.61000000,0.95758000,41294.68444930
114,2023-12-14 18:01:55.999,43139.60000000,43139.60000000,43127.99000000,1.86005000,80229.21230790
115,2023-12-14 18:01:56.999,43135.77000000,43139.59000000,43135.77000000,1.88374000,81261.72963130
116,2023-12-14 18:01:57.999,43135.78000000,43135.78000000,43135.77000000,0.06160000,2657.16362720
117,2023-12-14 18:01:58.999,43135.77000000,43135.77000000,43135.77000000,1.11860000,48251.67232200
118,2023-12-14 18:01:59.999,43139.59000000,43139.60000000,43135.77000000,0.18279000,7885.11751070
119,2023-12-14 18:02:00.999,43139.60000000,43139.60000000,43139.59000000,0.09925000,4281.60470450
120,2023-12-14 18:02:01.999,43134.21000000,43139.59000000,43134.20000000,1.01086000,43604.74414950
121,2023-12-14 18:02:02.999,43134.21000000,43134.21000000,43134.21000000,0.01451000,625.87738710
122,2023-12-14 18:02:03.999,43151.51000000,43151.51000000,43134.21000000,1.71319000,73915.60877680
123,2023-12-14 18:02:04.999,43156.16000000,43156.16000000,43151.50000000,1.53338000,66167.69380590
124,2023-12-14 18:02:05.999,43156.15000000,43156.16000000,43156.15000000,0.72271000,31189.38812900
125,2023-12-14 18:02:06.999,43146.69000000,43156.15000000,43146.68000000,3.67869000,158752.75318970
126,2023-12-14 18:02:07.999,43141.11000000,43146.68000000,43141.10000000,0.31926000,13773.78828800
127,2023-12-14 18:02:08.999,43139.00000000,43141.11000000,43139.00000000,0.11885000,5127.30430120
128,2023-12-14 18:02:09.999,43138.97000000,43138.98000000,43138.97000000,0.03468000,1496.05973200
129,2023-12-14 18:02:10.999,43138.97000000,43138.98000000,43138.97000000,0.04389000,1893.36944810
130,2023-12-14 18:02:11.999,43137.45000000,43138.97000000,43137.44000000,0.10198000,4399.26980200
131,2023-12-14 18:02:12.999,43137.44000000,43137.45000000,43137.44000000,0.10677000,4605.78491210
132,2023-12-14 18:02:13.999,43137.44000000,43137.44000000,43137.44000000,1.43319000,61824.14763360
133,2023-12-14 18:02:14.999,43137.45000000,43137.45000000,43137.44000000,0.52047000,22451.74855590
134,2023-12-14 18:02:15.999,43140.00000000,43140.00000000,43137.45000000,0.08322000,3589.93676040
135,2023-12-14 18:02:16.999,43140.00000000,43140.00000000,43139.99000000,1.00548000,43376.39716380
136,2023-12-14 18:02:17.999,43131.16000000,43140.00000000,43131.15000000,1.53471000,66205.25959740
137,2023-12-14 18:02:18.999,43131.16000000,43131.16000000,43131.15000000,0.04922000,2122.91544320
138,2023-12-14 18:02:19.999,43131.16000000,43131.16000000,43131.15000000,0.04035000,1740.34230360
139,2023-12-14 18:02:20.999,43131.16000000,43131.16000000,43131.15000000,0.07083000,3054.97990690
140,2023-12-14 18:02:21.999,43131.15000000,43131.16000000,43131.15000000,0.29601000,12767.25177770
141,2023-12-14 18:02:22.999,43127.31000000,43131.16000000,43127.30000000,0.59207000,25536.28952390
142,2023-12-14 18:02:23.999,43121.21000000,43127.31000000,43121.21000000,0.89734000,38699.12549430
143,2023-12-14 18:02:24.999,43121.22000000,43121.22000000,43121.21000000,0.59196000,25526.03726710
144,2023-12-14 18:02:25.999,43121.22000000,43121.22000000,43121.21000000,0.16316000,7035.65819610
145,2023-12-14 18:02:26.999,43129.63000000,43129.64000000,43121.22000000,2.76399000,119202.79062340
146,2023-12-14 18:02:27.999,43129.64000000,43129.64000000,43129.63000000,0.03054000,1317.17917490
147,2023-12-14 18:02:28.999,43129.63000000,43129.64000000,43129.63000000,1.02644000,44269.97747410
148,2023-12-14 18:02:29.999,43135.25000000,43135.25000000,43129.64000000,0.86816000,37443.71190340
149,2023-12-14 18:02:30.999,43135.25000000,43135.25000000,43135.24000000,0.04124000,1778.89749830
150,2023-12-14 18:02:31.999,43135.24000000,43135.25000000,43135.24000000,1.01690000,43864.22571520
151,2023-12-14 18:02:32.999,43135.25000000,43135.25000000,43135.25000000,0.00359000,154.85554750
152,2023-12-14 18:02:33.999,43135.24000000,43135.25000000,43135.24000000,2.02453000,87328.58751060
153,2023-12-14 18:02:34.999,43133.08000000,43135.24000000,43133.08000000,1.63496000,70522.98918540
154,2023-12-14 18:02:35.999,43133.09000000,43133.09000000,43133.08000000,0.01205000,519.75371620
155,2023-12-14 18:02:36.999,43135.24000000,43135.24000000,43133.08000000,0.14484000,6247.40188810
156,2023-12-14 18:02:37.999,43135.25000000,43135.25000000,43135.24000000,1.02197000,44082.92138880
157,2023-12-14 18:02:38.999,43135.24000000,43135.25000000,43135.24000000,0.02400000,1035.24585610
158,2023-12-14 18:02:39.999,43135.25000000,43135.25000000,43135.24000000,0.03994000,1722.82161350
159,2023-12-14 18:02:40.999,43144.34000000,43144.34000000,43135.24000000,2.98511000,128772.56680610
160,2023-12-14 18:02:41.999,43144.33000000,43144.34000000,43144.33000000,1.49007000,64288.07194810
161,2023-12-14 18:02:42.999,43149.92000000,43149.92000000,43144.34000000,0.65937000,28448.16188040
162,2023-12-14 18:02:43.999,43150.00000000,43150.00000000,43150.00000000,0.01833000,790.93950000
163,2023-12-14 18:02:44.999,43150.00000000,43150.00000000,43149.99000000,1.53629000,66290.90343010
164,2023-12-14 18:02:45.999,43150.00000000,43150.00000000,43149.99000000,0.02610000,1126.21488650
165,2023-12-14 18:02:46.999,43149.99000000,43150.00000000,43149.99000000,0.39040000,16845.75649220
166,2023-12-14 18:02:47.999,43148.98000000,43149.99000000,43148.97000000,0.64604000,27876.56922660
167,2023-12-14 18:02:48.999,43148.97000000,43148.97000000,43148.97000000,0.00782000,337.42494540
168,2023-12-14 18:02:49.999,43148.98000000,43148.98000000,43148.97000000,0.01797000,775.38711370
169,2023-12-14 18:02:50.999,43148.97000000,43148.98000000,43148.97000000,1.00367000,43307.32673140
170,2023-12-14 18:02:51.999,43147.54000000,43148.98000000,43147.54000000,1.10159000,47532.11618900
171,2023-12-14 18:02:52.999,43147.54000000,43147.54000000,43147.54000000,0.04731000,2041.31011740
172,2023-12-14 18:02:53.999,43141.06000000,43147.54000000,43141.05000000,1.36768000,59010.11412300
173,2023-12-14 18:02:54.999,43145.45000000,43145.46000000,43140.57000000,1.13543000,48985.38774120
174,2023-12-14 18:02:55.999,43145.46000000,43145.46000000,43145.46000000,0.00645000,278.28821700
175,2023-12-14 18:02:56.999,43145.45000000,43145.46000000,43145.45000000,1.00062000,43172.20018400
176,2023-12-14 18:02:57.999,43145.45000000,43145.46000000,43145.45000000,0.11257000,4856.88423850
177,2023-12-14 18:02:58.999,43145.45000000,43145.45000000,43145.45000000,0.00000000,0.00000000
178,2023-12-14 18:02:59.999,43145.45000000,43145.46000000,43145.45000000,1.06920000,46131.11539340
179,2023-12-14 18:03:00.999,43138.85000000,43145.46000000,43138.85000000,1.52086000,65616.93837540
180,2023-12-14 18:03:01.999,43138.85000000,43138.86000000,43138.85000000,0.09811000,4232.35260840
181,2023-12-14 18:03:02.999,43138.86000000,43138.86000000,43138.85000000,0.45827000,19769.24535700
182,2023-12-14 18:03:03.999,43161.10000000,43161.10000000,43136.50000000,12.00190000,517790.04289510
183,2023-12-14 18:03:04.999,43166.56000000,43166.57000000,43161.10000000,3.76073000,162329.41484480
184,2023-12-14 18:03:05.999,43166.56000000,43166.57000000,43166.56000000,0.30823000,13305.23172460
185,2023-12-14 18:03:06.999,43166.57000000,43166.57000000,43166.56000000,1.25087000,53995.75731590
186,2023-12-14 18:03:07.999,43166.57000000,43166.57000000,43166.56000000,0.41658000,17982.32877540
187,2023-12-14 18:03:08.999,43166.57000000,43166.57000000,43166.57000000,0.04569000,1972.28058330
188,2023-12-14 18:03:09.999,43166.57000000,43166.57000000,43166.57000000,0.02905000,1253.98885850
189,2023-12-14 18:03:10.999,43162.46000000,43166.56000000,43162.46000000,4.03608000,174219.93356880
190,2023-12-14 18:03:11.999,43164.96000000,43164.96000000,43162.47000000,0.14016000,6049.67348470
191,2023-12-14 18:03:12.999,43164.96000000,43164.96000000,43164.95000000,0.06542000,2823.85154210
192,2023-12-14 18:03:13.999,43163.99000000,43164.96000000,43163.99000000,2.13832000,92300.47661690
193,2023-12-14 18:03:14.999,43163.99000000,43164.00000000,43163.99000000,0.71350000,30797.51386510
194,2023-12-14 18:03:15.999,43164.00000000,43164.00000000,43164.00000000,0.02316000,999.67824000
195,2023-12-14 18:03:16.999,43163.99000000,43164.00000000,43163.99000000,1.16236000,50172.09582630
196,2023-12-14 18:03:17.999,43164.00000000,43164.00000000,43163.99000000,0.21002000,9065.30324550
197,2023-12-14 18:03:18.999,43163.99000000,43164.00000000,43163.99000000,0.01168000,504.15550090
198,2023-12-14 18:03:19.999,43154.95000000,43163.99000000,43154.94000000,2.98589000,128874.31710660
199,2023-12-14 18:03:20.999,43154.94000000,43154.95000000,43154.94000000,0.00518000,223.54259550
200,2023-12-14 18:03:21.999,43154.95000000,43154.95000000,43154.95000000,0.38783000,16736.78425850
201,2023-12-14 18:03:22.999,43152.79000000,43154.94000000,43152.78000000,1.15603000,49888.24483490
202,2023-12-14 18:03:23.999,43152.78000000,43152.78000000,43152.78000000,0.00026000,11.21972280
203,2023-12-14 18:03:24.999,43152.79000000,43152.79000000,43152.78000000,0.51460000,22206.42568000
204,2023-12-14 18:03:25.999,43152.79000000,43152.79000000,43152.78000000,1.07869000,46548.47298310
205,2023-12-14 18:03:26.999,43152.79000000,43152.79000000,43152.79000000,0.03824000,1650.16268960
206,2023-12-14 18:03:27.999,43152.79000000,43152.79000000,43152.79000000,0.04381000,1890.52372990
207,2023-12-14 18:03:28.999,43151.11000000,43152.79000000,43151.10000000,1.08098000,46647.06812770
208,2023-12-14 18:03:29.999,43151.21000000,43151.22000000,43144.39000000,5.93467000,256057.24520420
209,2023-12-14 18:03:30.999,43153.29000000,43153.30000000,43151.21000000,0.71120000,30689.65265190
210,2023-12-14 18:03:31.999,43155.07000000,43155.07000000,43153.29000000,1.20913000,52179.89928820
211,2023-12-14 18:03:32.999,43155.07000000,43155.07000000,43155.06000000,0.56652000,24448.21024490
212,2023-12-14 18:03:33.999,43155.07000000,43155.07000000,43155.06000000,0.01279000,551.95327350
213,2023-12-14 18:03:34.999,43155.07000000,43155.07000000,43155.06000000,1.55022000,66899.84260240
214,2023-12-14 18:03:35.999,43155.07000000,43155.07000000,43155.06000000,0.04242000,1830.63766940
215,2023-12-14 18:03:36.999,43155.06000000,43155.07000000,43155.06000000,0.07011000,3025.60146290
216,2023-12-14 18:03:37.999,43158.90000000,43158.91000000,43155.07000000,1.33453000,57596.03049830
217,2023-12-14 18:03:38.999,43158.90000000,43158.91000000,43158.90000000,0.66214000,28577.24053990
218,2023-12-14 18:03:39.999,43158.91000000,43158.91000000,43158.90000000,0.00338000,145.87709470
219,2023-12-14 18:03:40.999,43162.70000000,43162.70000000,43158.90000000,0.34312000,14809.55709260
220,2023-12-14 18:03:41.999,43162.70000000,43162.70000000,43162.70000000,0.40118000,17316.01198600
221,2023-12-14 18:03:42.999,43162.69000000,43162.70000000,43162.69000000,1.56819000,67687.29886580
222,2023-12-14 18:03:43.999,43162.69000000,43162.70000000,43162.69000000,0.00479000,206.74929330
223,2023-12-14 18:03:44.999,43162.62000000,43162.69000000,43162.61000000,1.54720000,66781.27795680
224,2023-12-14 18:03:45.999,43159.29000000,43162.62000000,43159.28000000,0.83594000,36080.67736730
225,2023-12-14 18:03:46.999,43159.28000000,43159.28000000,43159.28000000,0.06216000,2682.78084480
226,2023-12-14 18:03:47.999,43159.29000000,43159.29000000,43159.28000000,1.14004000,49203.30681240
227,2023-12-14 18:03:48.999,43159.29000000,43159.29000000,43159.29000000,0.00000000,0.00000000
228,2023-12-14 18:03:49.999,43155.38000000,43159.28000000,43155.38000000,0.72219000,31168.19725310
229,2023-12-14 18:03:50.999,43155.16000000,43155.17000000,43155.16000000,0.00885000,381.92324990
230,2023-12-14 18:03:51.999,43155.17000000,43155.17000000,43155.16000000,0.01255000,541.59735660
231,2023-12-14 18:03:52.999,43155.07000000,43155.16000000,43155.07000000,0.01186000,511.82014220
232,2023-12-14 18:03:53.999,43153.64000000,43155.07000000,43153.64000000,1.00775000,43488.86601590
233,2023-12-14 18:03:54.999,43153.64000000,43153.65000000,43153.64000000,0.50601000,21836.17843430
234,2023-12-14 18:03:55.999,43151.58000000,43153.65000000,43151.57000000,0.60560000,26133.77939840
235,2023-12-14 18:03:56.999,43151.58000000,43151.58000000,43151.58000000,0.10765000,4645.26758700
236,2023-12-14 18:03:57.999,43151.58000000,43151.58000000,43151.57000000,0.03014000,1300.58851510
237,2023-12-14 18:03:58.999,43151.57000000,43151.58000000,43151.57000000,0.15126000,6527.10655520
238,2023-12-14 18:03:59.999,43151.49000000,43151.58000000,43151.48000000,1.06234000,45841.61884310
239,2023-12-14 18:04:00.999,43151.49000000,43151.49000000,43151.48000000,0.02991000,1290.66094450
240,2023-12-14 18:04:01.999,43151.48000000,43151.49000000,43151.48000000,0.00426000,183.82533470
241,2023-12-14 18:04:02.999,43150.34000000,43151.48000000,43150.33000000,0.88810000,38322.66059320
242,2023-12-14 18:04:03.999,43150.34000000,43150.34000000,43150.33000000,0.02244000,968.29362370
243,2023-12-14 18:04:04.999,43150.33000000,43150.34000000,43150.33000000,0.80900000,34908.62255210
244,2023-12-14 18:04:05.999,43150.34000000,43150.34000000,43150.33000000,1.03414000,44623.48233240
245,2023-12-14 18:04:06.999,43150.34000000,43150.34000000,43150.33000000,0.22399000,9665.24464240
246,2023-12-14 18:04:07.999,43150.33000000,43150.34000000,43150.33000000,0.07631000,3292.80219120
247,2023-12-14 18:04:08.999,43148.17000000,43150.34000000,43148.17000000,0.41203000,17779.15916150
